4.15824	5.78096	1.60743	-0.493349	4.00038	5.46712	4.1421	5.86	0.9558	-0.2941
4.45386	5.5626	0.743783	-0.636837	4.4147	5.5405	4.5149	5.7157	0.9114	-0.4115
4.71563	5.04682	0.835499	-1.13042	4.57376	4.86652	4.8667	5.5259	0.8526	-0.5225
5.22389	5.08758	1.42128	0.180266	5.2748	5.1642	5.1919	5.2935	0.7804	-0.6253
5.74029	4.53091	0.860688	-1.88268	5.86821	4.53182	5.4855	5.0221	0.6959	-0.7181
5.5074	4.56622	-0.403465	-0.0919872	5.4736	4.6264	5.7427	4.7161	0.6004	-0.7997
6.01209	4.07871	1.28015	-1.39726	6.20704	3.98991	5.9595	4.3803	0.4954	-0.8686
6.34605	3.95038	0.919562	-0.343023	6.345	3.994	6.1326	4.02	0.3827	-0.9239
6.52926	3.69072	0.421441	-0.673022	6.45816	3.64727	6.2591	3.6408	0.2639	-0.9646
6.3869	3.25452	-0.465547	-1.1397	6.3278	3.2228	6.337	3.2487	0.1409	-0.99
6.51836	2.78942	0.48474	-1.12182	6.57969	2.78185	6.3653	2.85	0.0157	-0.9999
6.63142	2.46455	0.280715	-0.833688	6.6223	2.4731	6.3433	2.4508	-0.1097	-0.994
6.18787	2.21179	-0.805302	-0.489375	5.78506	2.09992	6.2715	2.0576	-0.2335	-0.9724
5.96433	1.84184	-0.551115	-0.889279	5.977	1.8301	6.151	1.6765	-0.3535	-0.9354
5.86674	1.53987	-0.258041	-0.754386	5.93378	1.56074	5.9836	1.3135	-0.4679	-0.8838
5.86668	0.743238	-5.37296e-005	-1.99018	5.8748	0.6993	5.7721	0.9743	-0.575	-0.8181
5.52501	0.806248	-0.953147	0.313206	5.33336	0.843192	5.5197	0.6643	-0.673	-0.7396
5.20742	0.437717	-0.747265	-0.937492	5.2238	0.3927	5.2304	0.3883	-0.7604	-0.6494
4.7664	0.119234	-0.898779	-0.782855	4.59382	0.120386	4.9089	0.1509	-0.8358	-0.549
4.49768	-0.0590051	-0.643512	-0.424255	4.5146	-0.0454	4.5601	-0.0445	-0.898	-0.4399
3.90094	-0.239838	-1.33443	-0.4662	3.65866	-0.223823	4.1896	-0.1945	-0.9461	-0.3239
3.65064	-0.413211	-0.530393	-0.435901	3.7043	-0.4134	3.8032	-0.297	-0.9792	-0.2028
3.74474	-0.426478	-0.466586	0.124524	4.23856	-0.453978	3.4071	-0.3502	-0.9969	-0.0785
2.96811	-0.402377	-2.14083	0.0454985	2.8578	-0.3983	3.0073	-0.3533	-0.9989	0.0471
2.6432	-0.312997	-0.505676	0.194501	2.72861	-0.277633	2.6104	-0.3064	-0.9851	0.1719
2.26056	-0.163874	-1.01432	0.416896	2.226	-0.1517	2.2224	-0.21	-0.9558	0.294
1.84963	-0.06217	-0.811409	0.245854	1.73488	-0.0593562	1.8496	-0.0658	-0.9114	0.4115
1.45305	0.139045	-1.01492	0.591825	1.4395	0.1547	1.4978	0.1241	-0.8526	0.5225
1.04082	0.311571	-0.997457	0.434715	1.01002	0.303384	1.1726	0.3565	-0.7804	0.6252
0.888784	0.634205	-0.310553	0.898008	0.9361	0.6615	0.879	0.6278	-0.6959	0.7181
0.747166	1.06068	-0.283233	1.17146	0.720127	1.02576	0.6218	0.9338	-0.6004	0.7997
0.469099	1.32715	-0.749928	0.596976	0.4384	1.2883	0.405	1.2696	-0.4955	0.8686
0.122645	1.6259	-0.878182	0.694482	0.123992	1.67943	0.2319	1.63	-0.3827	0.9239
-0.0445723	1.94133	-0.252905	0.786565	-0.0156	1.9487	0.1054	2.0092	-0.2639	0.9646
0.026491	2.4234	0.193292	1.37644	0.0434884	2.40291	0.0274	2.4012	-0.1409	0.99
-0.241225	2.95648	-0.941929	1.31918	-0.292	2.9544	-0.0008	2.8	-0.0157	0.9999
